24570,旗舰级远程装甲维修器蓝图 I,Capital Remote Armor Repairer I Blueprint,
24621,中型牵引光束器蓝图 I,Medium Tractor Beam I Blueprint,
24623,大型牵引光束器蓝图 I,Large Tractor Beam I Blueprint,
24645,旗舰级牵引光束器蓝图 I,Capital Tractor Beam I Blueprint,
24689,鹏鲲级蓝图,Rokh Blueprint,
24691,亥伯龙神级蓝图,Hyperion Blueprint,
24693,地狱天使级蓝图,Abaddon Blueprint,
24695,死亡漩涡级蓝图,Maelstrom Blueprint,
24697,先驱者级蓝图,Harbinger Blueprint,
24699,幼龙级蓝图,Drake Blueprint,
24701,弥洱米顿级蓝图,Myrmidon Blueprint,
24703,暴风级蓝图,Hurricane Blueprint,
25267,气云采集器蓝图 I,Gas Cloud Harvester I Blueprint,
25303,标准型蓝色药丸增效体蓝图,Standard Blue Pill Booster Blueprint,
25307,加强型蓝色药丸增效体蓝图,Improved Blue Pill Booster Blueprint,
25308,超强型蓝色药丸增效体蓝图,Strong Blue Pill Booster Blueprint,
25309,标准型撞击感增效体蓝图,Standard Crash Booster Blueprint,
25310,加强型撞击感增效体蓝图,Improved Crash Booster Blueprint,
25311,超强型撞击感增效体蓝图,Strong Crash Booster Blueprint,
25314,标准型梦呓增效体蓝图,Standard Sooth Sayer Booster Blueprint,
25322,超强型疯癫增效体蓝图,Strong Frentix Booster Blueprint,
25323,标准型思维冲击增效体蓝图,Standard Mindflood Booster Blueprint,
25327,标准型坠落感增效体蓝图,Standard Drop Booster Blueprint,
25328,加强型坠落感增效体蓝图,Improved Drop Booster Blueprint,
25329,超强型坠落感增效体蓝图,Strong Drop Booster Blueprint,
25503,加强型X—本能增效体蓝图,Improved X-Instinct Booster Blueprint,
25504,加强型游离感增效体蓝图,Improved Exile Booster Blueprint,
25505,加强型疯癫增效体蓝图,Improved Frentix Booster Blueprint,
25506,加强型思维冲击增效体蓝图,Improved Mindflood Booster Blueprint,
25507,加强型梦呓增效体蓝图,Improved Sooth Sayer Booster Blueprint,
25508,标准型游离感增效体蓝图,Standard Exile Booster Blueprint,
25509,标准型疯癫增效体蓝图,Standard Frentix Booster Blueprint,
25510,标准型X—本能增效体蓝图,Standard X-Instinct Booster Blueprint,
25511,超强型思维冲击增效体蓝图,Strong Mindflood Booster Blueprint,
25512,超强型梦呓增效体蓝图,Strong Sooth Sayer Booster Blueprint,
25513,超强型X—本能增效体蓝图,Strong X-Instinct Booster Blueprint,
25539,超强型游离感增效体蓝图,Strong Exile Booster Blueprint,
25562,信号畸变放大器蓝图 I,Signal Distortion Amplifier I Blueprint,
25584,机密数据接口蓝图,Esoteric Data Interface Blueprint,
25585,隐秘数据接口蓝图,Occult Data Interface Blueprint,
25586,匿名数据接口蓝图,Incognito Data Interface Blueprint,
25587,加密数据接口蓝图,Cryptic Data Interface Blueprint,
25737,大型反电磁聚合器蓝图 I,Large Anti-EM Pump I Blueprint,
25852,隐秘舰船数据接口蓝图,Occult Ship Data Interface Blueprint,
25854,机密舰船数据接口蓝图,Esoteric Ship Data Interface Blueprint,
25856,匿名舰船数据接口蓝图,Incognito Ship Data Interface Blueprint,
25858,加密舰船数据接口蓝图,Cryptic Ship Data Interface Blueprint,
25862,打捞器蓝图 I,Salvager I Blueprint,
25889,大型反爆破聚合器蓝图 I,Large Anti-Explosive Pump I Blueprint,
25891,大型反动能聚合器蓝图 I,Large Anti-Kinetic Pump I Blueprint,
25893,大型反热能聚合器蓝图 I,Large Anti-Thermal Pump I Blueprint,
25895,大型三角装甲聚合器蓝图 I,Large Trimark Armor Pump I Blueprint,
25897,大型辅助纳米聚合器蓝图 I,Large Auxiliary Nano Pump I Blueprint,
25899,大型纳米机器人加速器蓝图 I,Large Nanobot Accelerator I Blueprint,
25901,大型远程维修增效器蓝图 I,Large Remote Repair Augmentor I Blueprint,
25903,大型打捞回收工具蓝图 I,Large Salvage Tackle I Blueprint,
25907,大型核心防御电容器安全管理装置蓝图 I,Large Core Defense Capacitor Safeguard I Blueprint,
25909,大型无人机控制范围扩大装置蓝图 I,Large Drone Control Range Augmentor I Blueprint,
25911,大型无人机维修加速器蓝图 I,Large Drone Repair Augmentor I Blueprint,
25913,大型无人机巡航芯片蓝图 I,Large Drone Scope Chip I Blueprint,
25915,大型无人机增速装置蓝图 I,Large Drone Speed Augmentor I Blueprint,
25917,大型无人机耐用性增强装置蓝图 I,Large Drone Durability Enhancer I Blueprint,
25919,大型无人机采矿增量器蓝图 I,Large Drone Mining Augmentor I Blueprint,
25921,大型岗哨炮伤害增强设备蓝图 I,Large Sentry Damage Augmentor I Blueprint,
25923,大型电子无人机范围调节器蓝图 I,Large EW Drone Range Augmentor I Blueprint,
25925,大型停滞无人机增强设备蓝图 I,Large Stasis Drone Augmentor I Blueprint,
25929,大型信号干扰增效装置蓝图 I,Large Signal Disruption Amplifier I Blueprint,
25931,大型放射范围约束装置蓝图 I,Large Emission Scope Sharpener I Blueprint,
25933,大型弥集进化演算法数据库蓝图 I,Large Memetic Algorithm Bank I Blueprint,
25935,大型水冷电子设备蓝图 I,Large Liquid Cooled Electronics I Blueprint,
25937,大型引力电容器升级蓝图 I,Large Gravity Capacitor Upgrade I Blueprint,
25949,大型电容器控制电路蓝图 I,Large Capacitor Control Circuit I Blueprint,
25951,大型出口端口放大器蓝图 I,Large Egress Port Maximizer I Blueprint,
25953,大型能量栅格子程序优化器蓝图 I,Large Powergrid Subroutine Maximizer I Blueprint,
25955,大型半导体记忆电池蓝图 I,Large Semiconductor Memory Cell I Blueprint,
25957,大型辅助电源路由器蓝图 I,Large Ancillary Current Router I Blueprint,
25969,大型能量武器释放过滤器蓝图 I,Large Energy Discharge Elutriation I Blueprint,
25971,大型能量武器范围扩大设备蓝图 I,Large Energy Ambit Extension I Blueprint,
25973,大型能量武器轨迹校准设备蓝图 I,Large Energy Locus Coordinator I Blueprint,
25975,大型能量武器急转控制器蓝图 I,Large Energy Metastasis Adjuster I Blueprint,
25977,大型冷凝能量管理单元蓝图 I,Large Algid Energy Administrations Unit I Blueprint,
25979,大型能量武器发散调节装置蓝图 I,Large Energy Burst Aerator I Blueprint,
25981,大型能量武器冲击加速器蓝图 I,Large Energy Collision Accelerator I Blueprint,
25997,大型混合武器节能设备蓝图 I,Large Hybrid Discharge Elutriation I Blueprint,
25999,大型混合武器范围扩大装置蓝图 I,Large Hybrid Ambit Extension I Blueprint,
26001,大型混合武器轨迹校准设备蓝图 I,Large Hybrid Locus Coordinator I Blueprint,
26003,大型混合武器急转控制器蓝图 I,Large Hybrid Metastasis Adjuster I Blueprint,
26005,大型冷凝混合管理单元蓝图 I,Large Algid Hybrid Administrations Unit I Blueprint,
26007,大型混合武器射速调节装置蓝图 I,Large Hybrid Burst Aerator I Blueprint,
26009,大型混合武器冲击加速器蓝图 I,Large Hybrid Collision Accelerator I Blueprint,
26017,大型液压舱推进器蓝图 I,Large Hydraulic Bay Thrusters I Blueprint,
26019,发射架处理器改装件蓝图 I,Launcher Processor Rig I Blueprint,
26021,大型弹头强化辅助系统蓝图 I,Large Warhead Rigor Catalyst I Blueprint,
26023,大型火箭燃料缓冲隔离装置蓝图 I,Large Rocket Fuel Cache Partition I Blueprint,
26025,导弹制导系统改装件蓝图 I,Missile Guidance System Rig I Blueprint,
26027,大型装卸加速装置蓝图 I,Large Bay Loading Accelerator I Blueprint,
26029,大型弹头爆燃辅助系统蓝图 I,Large Warhead Flare Catalyst I Blueprint,
26031,大型弹头加热辅助系统蓝图 I,Large Warhead Calefaction Catalyst I Blueprint,
26039,大型射弹武器范围扩大装置蓝图 I,Large Projectile Ambit Extension I Blueprint,
26041,大型射弹武器轨迹校准设备蓝图 I,Large Projectile Locus Coordinator I Blueprint,
26043,大型射弹武器急转控制器蓝图 I,Large Projectile Metastasis Adjuster I Blueprint,
26047,大型射弹武器射速调节装置蓝图 I,Large Projectile Burst Aerator I Blueprint,
26049,大型射弹武器冲击加速器蓝图 I,Large Projectile Collision Accelerator I Blueprint,
26057,大型动态燃料控制阀蓝图 I,Large Dynamic Fuel Valve I Blueprint,
26059,大型低摩擦喷嘴接口蓝图 I,Large Low Friction Nozzle Joints I Blueprint,
26061,大型辅助推进器蓝图 I,Large Auxiliary Thrusters I Blueprint,
26063,大型引擎热能防护装置蓝图 I,Large Engine Thermal Shielding I Blueprint,
26065,推进剂填装管蓝图 I,Propellant Injection Vent I Blueprint,
26067,大型跃迁核心优化系统蓝图 I,Large Warp Core Optimizer I Blueprint,
26069,大型超空间速度调节器蓝图 I,Large Hyperspatial Velocity Optimizer I Blueprint,
26071,大型复合碳素引擎舱蓝图 I,Large Polycarbon Engine Housing I Blueprint,
26073,大型货柜舱优化改造蓝图 I,Large Cargohold Optimization I Blueprint,
26077,大型抗电磁屏障强化器蓝图 I,Large Anti-EM Screen Reinforcer I Blueprint,
26079,大型抗爆破屏障强化器蓝图 I,Large Anti-Explosive Screen Reinforcer I Blueprint,
26081,大型抗动能屏障强化器蓝图 I,Large Anti-Kinetic Screen Reinforcer I Blueprint,
26083,大型抗热能屏障强化器蓝图 I,Large Anti-Thermal Screen Reinforcer I Blueprint,
26085,大型核心防御力场稳固装置蓝图 I,Large Core Defense Field Purger I Blueprint,
26087,大型核心防御操控稳定装置蓝图 I,Large Core Defense Operational Solidifier I Blueprint,
26089,大型核心防御力场扩张装置蓝图 I,Large Core Defense Field Extender I Blueprint,
26091,大型核心防御节能装置蓝图 I,Large Core Defense Charge Economizer I Blueprint,
26097,大型锁定系统稳定器蓝图 I,Large Targeting Systems Stabilizer I Blueprint,
26101,大型锁定系统辅助控制器蓝图 I,Large Targeting System Subcontroller I Blueprint,
26103,大型离子力场投射器蓝图 I,Large Ionic Field Projector I Blueprint,
26105,大型信号集中设备蓝图 I,Large Signal Focusing Kit I Blueprint,
26107,大型粒子散布放大器蓝图 I,Large Particle Dispersion Augmentor I Blueprint,
26109,大型粒子散布投放器蓝图 I,Large Particle Dispersion Projector I Blueprint,
26111,大型反信号区域投射器蓝图 I,Large Inverted Signal Field Projector I Blueprint,
26113,大型跟踪诊断子程序蓝图 I,Large Tracking Diagnostic Subroutines I Blueprint,
26174,演示探针发射器蓝图,Demo Probe Launcher Blueprint,
26598,加密调制器数据接口蓝图,Cryptic Tuner Data Interface Blueprint,
26600,机密调制器数据接口蓝图,Esoteric Tuner Data Interface Blueprint,
26602,匿名调制器数据接口蓝图,Incognito Tuner Data Interface Blueprint,
26604,隐秘调制器数据接口蓝图,Occult Tuner Data Interface Blueprint,
26759,重型攻击导弹发射器蓝图 I,Heavy Assault Missile Launcher I Blueprint,
26760,雷神重型攻击导弹蓝图,Mjolnir Heavy Assault Missile Blueprint,
26761,炼狱重型攻击导弹蓝图,Inferno Heavy Assault Missile Blueprint,
26762,鞭挞重型攻击导弹蓝图,Scourge Heavy Assault Missile Blueprint,
26850,联赛版跃阻设备蓝图,Tournament Bubble TEST Blueprint,
26870,联赛版ECM脉冲波发生器蓝图,Tournament ECM Burst Blueprint,
26926,无人机伤害改装件蓝图 I,Drone Damage Rig I Blueprint,
26930,小型处理器超频组件蓝图 I,Small Processor Overclocking Unit I Blueprint,
26961,感应强度改装件蓝图 I,Sensor Strength Rig I Blueprint,
26965,护盾传输设备改装件蓝图 I,Shield Transporter Rig I Blueprint,
26984,民用打捞装置蓝图 I,Civilian Salvager Blueprint,
27015,民用数据分析仪蓝图,Civilian Data Analyzer Blueprint,
27020,民用遗迹分析仪蓝图,Civilian Relic Analyzer Blueprint,
27022,永动设备蓝图 I,Perpetual Motion Unit I Blueprint,
27027,民用数据接口蓝图,Civilian Data Interface Blueprint,
27039,陶鸽子蓝图,Clay Pigeon Blueprint,
27065,旗舰级辅助纳米聚合器蓝图 I,Capital Auxiliary Nano Pump I Blueprint,
27069,小型远程维修增效器蓝图 I,Small Remote Repair Augmentor I Blueprint,
27300,民用艾玛穿梭机蓝图,Civilian Amarr Shuttle Blueprint,
27302,民用加达里穿梭机蓝图,Civilian Caldari Shuttle Blueprint,
27304,民用盖伦特穿梭机蓝图,Civilian Gallente Shuttle Blueprint,
27306,民用米玛塔尔穿梭机蓝图,Civilian Minmatar Shuttle Blueprint,
27309,空间站仓库货柜蓝图,Station Warehouse Container Blueprint,
27657,基础升级平台蓝图,Foundation Upgrade Platform Blueprint,
27659,下层升级平台蓝图,Pedestal Upgrade Platform Blueprint,
27661,上层升级平台蓝图,Monument Upgrade Platform Blueprint,
27663,艾玛基础空间站车间平台蓝图,Amarr Basic Outpost Factory Platform Blueprint,
27665,艾玛高级空间站车间平台蓝图,Amarr Advanced Outpost Factory Platform Blueprint,
27667,艾玛空间站车间平台蓝图,Amarr Outpost Factory Platform Blueprint,
27679,ECM干扰脉冲波投射器蓝图,ECM Jammer Burst Projector Blueprint,
27905,大型远程结构维修器蓝图 I,Large Remote Hull Repairer I Blueprint,
27913,震荡炸弹蓝图,Concussion Bomb Blueprint,
27915,炸弹发射器蓝图 I,Bomb Launcher I Blueprint,
27917,灼烧炸弹蓝图,Scorch Bomb Blueprint,
27919,榴霰炸弹蓝图,Shrapnel Bomb Blueprint,
27921,电子炸弹蓝图,Electron Bomb Blueprint,
27923,锁断者炸弹蓝图,Lockbreaker Bomb Blueprint,
27925,涅槃炸弹蓝图,Void Bomb Blueprint,
27931,中型远程结构维修器蓝图 I,Medium Remote Hull Repairer I Blueprint,
27933,小型远程结构维修器蓝图 I,Small Remote Hull Repairer I Blueprint,
27935,旗舰级远程结构维修器蓝图 I,Capital Remote Hull Repairer I Blueprint,
27938,加达里基础空间站车间平台蓝图,Caldari Basic Outpost Factory Platform Blueprint,
27940,盖伦特基础空间站车间平台蓝图,Gallente Basic Outpost Factory Platform Blueprint,
27942,米玛塔尔基础空间站车间平台蓝图,Minmatar Basic Outpost Factory Platform Blueprint,
27952,会战型紧急修复增强模块蓝图 I,Triage Module I Blueprint,
27958,加达里空间站车间平台蓝图,Caldari Outpost Factory Platform Blueprint,
27960,加达里高级空间站车间平台蓝图,Caldari Advanced Outpost Factory Platform Blueprint,
27962,艾玛基础空间站工厂平台蓝图,Amarr Basic Outpost Plant Platform Blueprint,
27964,艾玛空间站工厂平台蓝图,Amarr Outpost Plant Platform Blueprint,
27966,艾玛高级空间站工厂平台蓝图,Amarr Advanced Outpost Plant Platform Blueprint,
27968,盖伦特空间站车间平台蓝图,Gallente Outpost Factory Platform Blueprint,
27970,盖伦特高级空间站车间平台蓝图,Gallente Advanced Outpost Factory Platform Blueprint,
27972,米玛塔尔空间站车间平台蓝图,Minmatar Outpost Factory Platform Blueprint,
27974,米玛塔尔高级空间站车间平台蓝图,Minmatar Advanced Outpost Factory Platform Blueprint,
27976,盖伦特空间站工厂平台蓝图,Gallente Outpost Plant Platform Blueprint,
27978,盖伦特高级空间站工厂平台蓝图,Gallente Advanced Outpost Plant Platform Blueprint,
27980,米玛塔尔空间站工厂平台蓝图,Minmatar Outpost Plant Platform Blueprint,
27982,米玛塔尔高级空间站工厂平台蓝图,Minmatar Advanced Outpost Plant Platform Blueprint,
27984,盖伦特基础空间站工厂平台蓝图,Gallente Basic Outpost Plant Platform Blueprint,
27986,米玛塔尔基础空间站工厂平台蓝图,Minmatar Basic Outpost Plant Platform Blueprint,
27988,艾玛基础空间站实验室平台蓝图,Amarr Basic Outpost Laboratory Platform Blueprint,
27990,艾玛空间站实验室平台蓝图,Amarr Outpost Laboratory Platform Blueprint,
27992,艾玛高级空间站实验室平台蓝图,Amarr Advanced Outpost Laboratory Platform Blueprint,
27994,加达里基础空间站实验室平台蓝图,Caldari Basic Outpost Laboratory Platform Blueprint,
27996,加达里空间站实验室平台蓝图,Caldari Outpost Laboratory Platform Blueprint,
27998,加达里高级空间站实验室平台蓝图,Caldari Advanced Outpost Laboratory Platform Blueprint,
28000,加达里基础空间站研究设施平台蓝图,Caldari Basic Outpost Research Facility Platform Blueprint,
28002,加达里空间站研究设施平台蓝图,Caldari Outpost Research Facility Platform Blueprint,
28004,加达里高级空间站研究设施平台蓝图,Caldari Advanced Outpost Research Facility Platform Blueprint,
28006,盖伦特基础空间站实验室平台蓝图,Gallente Basic Outpost Laboratory Platform Blueprint,
28008,盖伦特空间站实验室平台蓝图,Gallente Outpost Laboratory Platform Blueprint,
28010,盖伦特高级空间站实验室平台蓝图,Gallente Advanced Outpost Laboratory Platform Blueprint,
28012,米玛塔尔基础空间站实验室平台蓝图,Minmatar Basic Outpost Laboratory Platform Blueprint,
28014,米玛塔尔空间站实验室平台蓝图,Minmatar Outpost Laboratory Platform Blueprint,
28016,米玛塔尔高级空间站实验室平台蓝图,Minmatar Advanced Outpost Laboratory Platform Blueprint,
28018,艾玛基础空间站精炼平台蓝图,Amarr Basic Outpost Refinery Platform Blueprint,
28020,艾玛空间站精炼平台蓝图,Amarr Outpost Refinery Platform Blueprint,
28022,艾玛高级空间站精炼平台蓝图,Amarr Advanced Outpost Refinery Platform Blueprint,
28024,加达里基础空间站精炼平台蓝图,Caldari Basic Outpost Refinery Platform Blueprint,
28026,加达里空间站精炼平台蓝图,Caldari Outpost Refinery Platform Blueprint,
28028,加达里高级空间站精炼平台蓝图,Caldari Advanced Outpost Refinery Platform Blueprint,
28030,盖伦特基础空间站精炼平台蓝图,Gallente Basic Outpost Refinery Platform Blueprint,
28032,盖伦特空间站精炼平台蓝图,Gallente Outpost Refinery Platform Blueprint,
28034,盖伦特高级空间站精炼平台蓝图,Gallente Advanced Outpost Refinery Platform Blueprint,
28036,米玛塔尔基础空间站精炼平台蓝图,Minmatar Basic Outpost Refinery Platform Blueprint,
28038,米玛塔尔空间站精炼平台蓝图,Minmatar Outpost Refinery Platform Blueprint,
28040,米玛塔尔高级空间站精炼平台蓝图,Minmatar Advanced Outpost Refinery Platform Blueprint,
28042,艾玛基础空间站办公室平台蓝图,Amarr Basic Outpost Office Platform Blueprint,
28044,艾玛空间站办公室平台蓝图,Amarr Outpost Office Platform Blueprint,
28046,艾玛高级空间站办公室平台蓝图,Amarr Advanced Outpost Office Platform Blueprint,
28048,加达里基础空间站办公室平台蓝图,Caldari Basic Outpost Office Platform Blueprint,
28050,加达里空间站办公室平台蓝图,Caldari Outpost Office Platform Blueprint,
28052,加达里高级空间站办公室平台蓝图,Caldari Advanced Outpost Office Platform Blueprint,
28054,盖伦特基础空间站办公室平台蓝图,Gallente Basic Outpost Office Platform Blueprint,
28056,盖伦特空间站办公室平台蓝图,Gallente Outpost Office Platform Blueprint,
28058,盖伦特高级空间站办公室平台蓝图,Gallente Advanced Outpost Office Platform Blueprint,
28060,米玛塔尔基础空间站办公室平台蓝图,Minmatar Basic Outpost Office Platform Blueprint,
28062,米玛塔尔空间站办公室平台蓝图,Minmatar Outpost Office Platform Blueprint,
28064,米玛塔尔高级空间站办公室平台蓝图,Minmatar Advanced Outpost Office Platform Blueprint,
28353,长须鲸级蓝图,Rorqual Blueprint,
28368,高密度艾克诺岩蓝图,Compressed Arkonor Blueprint,
28386,高密度红色艾克诺岩蓝图,Compressed Crimson Arkonor Blueprint,
28448,高密度艾克诺精华岩蓝图,Compressed Prime Arkonor Blueprint,
28449,高密度双多特石蓝图,Compressed Bistot Blueprint,
28450,高密度单晶双多特斜岩蓝图,Compressed Monoclinic Bistot Blueprint,
28451,高密度三晶双多特斜岩蓝图,Compressed Triclinic Bistot Blueprint,
28452,高密度克洛基石蓝图,Compressed Crokite Blueprint,
28453,高密度克洛基水晶蓝图,Compressed Crystalline Crokite Blueprint,
28454,高密度斜克洛基石蓝图,Compressed Sharp Crokite Blueprint,
28455,高密度黑赭石蓝图,Compressed Dark Ochre Blueprint,
28456,高密度黑曜赭石蓝图,Compressed Obsidian Ochre Blueprint,
28457,高密度条纹赭蓝图,Compressed Onyx Ochre Blueprint,
28458,高密度片麻岩蓝图,Compressed Gneiss Blueprint,
28459,高密度彩色片麻岩蓝图,Compressed Iridescent Gneiss Blueprint,
28460,高密度棱柱片麻岩蓝图,Compressed Prismatic Gneiss Blueprint,
28461,高密度同位原矿蓝图,Compressed Hedbergite Blueprint,
28462,高密度光面同位原矿蓝图,Compressed Glazed Hedbergite Blueprint,
28463,高密度玻璃状同位原矿蓝图,Compressed Vitric Hedbergite Blueprint,
28464,高密度希莫非特蓝图,Compressed Hemorphite Blueprint,
28465,高密度辐射希莫非特蓝图,Compressed Radiant Hemorphite Blueprint,
28466,高密度多色希莫非特蓝图,Compressed Vivid Hemorphite Blueprint,
28467,高密度杰斯贝矿蓝图,Compressed Jaspet Blueprint,
28468,高密度朴质杰斯贝矿蓝图,Compressed Pristine Jaspet Blueprint,
28469,高密度纯杰斯贝矿蓝图,Compressed Pure Jaspet Blueprint,
28470,高密度水硼砂蓝图,Compressed Kernite Blueprint,
28471,高密度灼热水硼砂蓝图,Compressed Fiery Kernite Blueprint,
28472,高密度发光水硼砂蓝图,Compressed Luminous Kernite Blueprint,
28473,高密度基腹断岩岩浆蓝图,Compressed Magma Mercoxit Blueprint,
28474,高密度基腹断岩蓝图,Compressed Mercoxit Blueprint,
28475,高密度玻璃化基腹断岩蓝图,Compressed Vitreous Mercoxit Blueprint,
28476,高密度奥贝尔石蓝图,Compressed Omber Blueprint,
28477,高密度金色奥贝尔石蓝图,Compressed Golden Omber Blueprint,
28478,高密度银色奥贝尔石蓝图,Compressed Silvery Omber Blueprint,
28479,高密度蓝色斜长岩蓝图,Compressed Azure Plagioclase Blueprint,
28480,高密度斜长岩蓝图,Compressed Plagioclase Blueprint,
28481,高密度富斜长岩蓝图,Compressed Rich Plagioclase Blueprint,
28482,高密度干焦岩蓝图,Compressed Pyroxeres Blueprint,
28483,高密度固体干焦岩蓝图,Compressed Solid Pyroxeres Blueprint,
28484,高密度流体干焦岩蓝图,Compressed Viscous Pyroxeres Blueprint,
28485,高密度浓缩灼烧岩蓝图,Compressed Condensed Scordite Blueprint,
28486,高密度厚灼烧岩蓝图,Compressed Massive Scordite Blueprint,
28487,高密度灼烧岩蓝图,Compressed Scordite Blueprint,
28488,高密度亮灰岩蓝图,Compressed Bright Spodumain Blueprint,
28489,高密度发光灰岩蓝图,Compressed Gleaming Spodumain Blueprint,
28490,高密度灰岩蓝图,Compressed Spodumain Blueprint,
28491,高密度富凡晶石蓝图,Compressed Concentrated Veldspar Blueprint,
28492,高密度厚质凡晶石蓝图,Compressed Dense Veldspar Blueprint,
28493,高密度凡晶石蓝图,Compressed Veldspar Blueprint,
28494,高密度蓝冰矿蓝图,Compressed Blue Ice Blueprint,
28495,高密度清冰锥蓝图,Compressed Clear Icicle Blueprint,
28496,高密度黑闪冰蓝图,Compressed Dark Glitter Blueprint,
28497,高密度富清冰蓝图,Compressed Enriched Clear Icicle Blueprint,
28498,高密度加里多斯冰矿蓝图,Compressed Gelidus Blueprint,
28499,高密度聚合冰体蓝图,Compressed Glacial Mass Blueprint,
28500,高密度电冰体蓝图,Compressed Glare Crust Blueprint,
28501,高密度冰晶矿蓝图,Compressed Krystallos Blueprint,
28502,高密度朴釉冰蓝图,Compressed Pristine White Glaze Blueprint,
28503,高密度光滑聚合冰蓝图,Compressed Smooth Glacial Mass Blueprint,
28504,高密度粗蓝冰蓝图,Compressed Thick Blue Ice Blueprint,
28505,高密度白釉冰蓝图,Compressed White Glaze Blueprint,
28584,工业核心蓝图 I,Industrial Core I Blueprint,
28605,设计实验室蓝图,Design Laboratory Blueprint,
28607,逆戟鲸级蓝图,Orca Blueprint,
28613,行星人造卫星蓝图,Planet Satellite Blueprint,
28647,隐秘诱导力场发生器蓝图 I,Covert Cynosural Field Generator I Blueprint,
28651,隐秘诱导力场蓝图 I,Covert Cynosural Field I Blueprint,
28653,隐秘跳跃通道发生器蓝图 I,Covert Jump Portal Generator I Blueprint,
28655,跃迁扰断力场发生器蓝图 I,Warp Disruption Field Generator I Blueprint,
28671,合成型蓝色药丸增效体蓝图,Synth Blue Pill Booster Blueprint,
28673,合成型撞击感增效体蓝图,Synth Crash Booster Blueprint,
28675,合成型坠落感增效体蓝图,Synth Drop Booster Blueprint,
28677,合成型游离感增效体蓝图,Synth Exile Booster Blueprint,
28679,合成型疯癫增效体蓝图,Synth Frentix Booster Blueprint,
28681,合成型思维冲击增效体蓝图,Synth Mindflood Booster Blueprint,
28683,合成型X—本能增效体蓝图,Synth X-Instinct Booster Blueprint,
28685,合成型梦呓增效体蓝图,Synth Sooth Sayer Booster Blueprint,
28889,采矿激光优化蓝图 I,Mining Laser Optimization I Blueprint,
28893,采矿激光范围调整蓝图 I,Mining Laser Range I Blueprint,
29000,最佳射程提升脚本蓝图,Optimal Range Script Blueprint,
29002,跟踪速度修正脚本蓝图,Tracking Speed Script Blueprint,
29004,聚焦跃迁干扰脚本蓝图,Focused Warp Disruption Script Blueprint,
29006,最佳射程干扰脚本蓝图,Optimal Range Disruption Script Blueprint,
29008,跟踪速度干扰脚本蓝图,Tracking Speed Disruption Script Blueprint,
29010,锁定距离修正脚本蓝图,Targeting Range Script Blueprint,
29012,扫描分辨率修正脚本蓝图,Scan Resolution Script Blueprint,
29014,扫描分辨率抑阻脚本蓝图,Scan Resolution Dampening Script Blueprint,
29016,锁定距离抑阻脚本蓝图,Targeting Range Dampening Script Blueprint,
29040,旗舰级反物质反应堆单元蓝图,Capital Antimatter Reactor Unit Blueprint,
29042,旗舰级碳化晶体附甲蓝图,Capital Crystalline Carbonide Armor Plate Blueprint,
29044,旗舰级偏阻护盾发射器蓝图,Capital Deflection Shield Emitter Blueprint,
29046,旗舰级电解电容器单元蓝图,Capital Electrolytic Capacitor Unit Blueprint,
29048,旗舰级电磁脉冲发生器蓝图,Capital EM Pulse Generator Blueprint,
29050,旗舰级碳化菲尔金属合成物附甲蓝图,Capital Fernite Carbide Composite Armor Plate Blueprint,
29052,旗舰级聚变反应堆机组蓝图,Capital Fusion Reactor Unit Blueprint,
29054,旗舰级聚变推进器蓝图,Capital Fusion Thruster Blueprint,
29056,旗舰级引力感应器组蓝图,Capital Gravimetric Sensor Cluster Blueprint,
29058,旗舰级引力子脉冲发生器蓝图,Capital Graviton Pulse Generator Blueprint,
29060,旗舰级引力子反应堆机组蓝图,Capital Graviton Reactor Unit Blueprint,
29062,旗舰级离子推进器蓝图,Capital Ion Thruster Blueprint,
29064,旗舰级激光器定焦水晶蓝图,Capital Laser Focusing Crystals Blueprint,
29066,旗舰级光雷达感应器集群蓝图,Capital Ladar Sensor Cluster Blueprint,
29068,旗舰级线性护盾能量发射器蓝图,Capital Linear Shield Emitter Blueprint,
29070,旗舰级磁力感应器组蓝图,Capital Magnetometric Sensor Cluster Blueprint,
29072,旗舰级磁脉冲推进器蓝图,Capital Magpulse Thruster Blueprint,
29074,旗舰级纳米电子微处理器蓝图,Capital Nanoelectrical Microprocessor Blueprint,
29076,旗舰级纳米机械微处理器蓝图,Capital Nanomechanical Microprocessor Blueprint,
29078,旗舰级核脉冲发生器蓝图,Capital Nuclear Pulse Generator Blueprint,
29080,旗舰级核反应堆机组蓝图,Capital Nuclear Reactor Unit Blueprint,
29082,旗舰级震荡电容器单元蓝图,Capital Oscillator Capacitor Unit Blueprint,
29084,旗舰级粒子加速装置蓝图,Capital Particle Accelerator Unit Blueprint,
29086,旗舰级光子微处理器蓝图,Capital Photon Microprocessor Blueprint,
29088,旗舰级等离子脉冲发生器蓝图,Capital Plasma Pulse Generator Blueprint,
29090,旗舰级等离子推进器蓝图,Capital Plasma Thruster Blueprint,
29092,旗舰级脉冲护盾发射器蓝图,Capital Pulse Shield Emitter Blueprint,
29094,旗舰级量子微处理器蓝图,Capital Quantum Microprocessor Blueprint,
29096,旗舰级雷达感应器组蓝图,Capital Radar Sensor Cluster Blueprint,
29098,旗舰级标量电容器单元蓝图,Capital Scalar Capacitor Unit Blueprint,
29100,旗舰级超导体轨道蓝图,Capital Superconductor Rails Blueprint,
