id,basePrice,graphicID,groupID,iconID,marketGroupID,metaGroupID,cn_name,en_name,volume
34229,1.0875E8,20938,27,,,,乌鸦级纳基维版,Raven Nugoeihuvi Edition,486000.0
34230,1.135E9,20938,107,,,,乌鸦级纳基维版蓝图,Raven Nugoeihuvi Edition Blueprint,0.01
34231,2.84750534E8,20939,900,,,2,魔像级古斯塔斯版,Golem Guristas Edition,486000.0
34232,1.65E9,20939,107,,,2,魔像级古斯塔斯版蓝图,Golem Guristas Edition Blueprint,0.01
34233,2.84750534E8,20940,900,,,2,魔像级卡拉吉塔集团版,Golem Kaalakiota Edition,486000.0
34234,1.65E9,20940,107,,,2,魔像级卡拉吉塔集团版蓝图,Golem Kaalakiota Edition Blueprint,0.01
34235,2.84750534E8,20941,900,,,2,魔像级纳基维版,Golem Nugoeihuvi Edition,486000.0
34236,1.65E9,20941,107,,,2,魔像级纳基维版蓝图,Golem Nugoeihuvi Edition Blueprint,0.01
34237,1.05E8,20942,27,,,,万王宝座级警察版,Megathron Police Edition,486000.0
34238,1.25E9,20942,107,,,,万王宝座级警察版蓝图,Megathron Police Edition Blueprint,0.01
34239,1.05E8,20943,27,,,,万王宝座级短途物流版,Megathron Inner Zone Shipping Edition,486000.0
34240,1.25E9,20943,107,,,,万王宝座级短途物流版蓝图,Megathron Inner Zone Shipping Edition Blueprint,0.01
34241,2.80626304E8,20944,900,,,2,克洛诺斯级警察版,Kronos Police Edition,486000.0
34242,1.76E9,20944,107,,,2,克洛诺斯级警察版蓝图,Kronos Police Edition Blueprint,0.01
34243,2.80626304E8,20945,900,,,2,克洛诺斯级酷菲版,Kronos Quafe Edition,486000.0
34244,1.76E9,20945,107,,,2,克洛诺斯级酷菲版蓝图,Kronos Quafe Edition Blueprint,0.01
34245,2.80626304E8,20946,900,,,2,克洛诺斯短途物流版,Kronos Inner Zone Shipping Edition,486000.0
34246,1.76E9,20946,107,,,2,克洛诺斯级短途物流版蓝图,Kronos Inner Zone Shipping Edition Blueprint,0.01
34247,1.0375E8,3205,27,,,,狂暴级司法局版,Tempest Justice Edition,450000.0
34248,1.055E9,3205,107,,,,狂暴级司法局版蓝图,Tempest Justice Edition Blueprint,0.01
34249,1.0375E8,20947,27,,,,狂暴级克鲁夏版,Tempest Krusual Edition,450000.0
34250,1.055E9,20947,107,,,,狂暴级克鲁夏版蓝图,Tempest Krusual Edition Blueprint,0.01
34251,1.0375E8,20948,27,,,,狂暴级内凡达版,Tempest Nefantar Edition,450000.0
34252,1.055E9,20948,107,,,,狂暴级内凡达版蓝图,Tempest Nefantar Edition Blueprint,0.01
34253,2.79247122E8,20949,900,,,2,恶狼级司法局版,Vargur Justice Edition,450000.0
34254,1.45E9,20949,107,,,2,恶狼级司法局版蓝图,Vargur Justice Edition Blueprint,0.01
34255,2.79247122E8,20950,900,,,2,恶狼级克鲁夏版,Vargur Krusual Edition,450000.0
34256,1.45E9,20950,107,,,2,恶狼级克鲁夏版蓝图,Vargur Krusual Edition Blueprint,0.01
34257,2.79247122E8,20951,900,,,2,恶狼级内凡达版,Vargur Nefantar Edition,450000.0
34258,1.45E9,20951,107,,,2,恶狼级内凡达版蓝图,Vargur Nefantar Edition Blueprint,0.01
34260,,3018,548,1721,1201,1,外科手术跃迁干扰探针,Surgical Warp Disrupt Probe,5.0
34264,2500.0,20039,864,3282,1015,1,聚焦涅槃炸弹,Focused Void Bomb,75.0
34266,,,1308,3196,1210,,小型希格斯粒子锚 I,Small Higgs Anchor I,5
34267,125000.0,,787,3196,1240,,小型希格斯粒子锚 I蓝图,Small Higgs Anchor I Blueprint,0.01
34268,,,1308,3196,1211,,中型希格斯粒子锚 I,Medium Higgs Anchor I,10
34269,750000.0,,787,3196,1241,,中型希格斯粒子锚 I蓝图,Medium Higgs Anchor I Blueprint,0.01
34271,,,53,,,4,测试抗性小型激光器 2,Test Resistance Small Laser 2,5.0
34272,,21594,53,350,570,2,偏振式小型聚焦脉冲激光器,Polarized Small Focused Pulse Laser,5.0
34273,9999999,21594,133,350,,2,偏振式小型聚焦脉冲激光器蓝图,Polarized Small Focused Pulse Laser Blueprint,0.01
34274,,21575,53,356,572,2,偏振式重型脉冲激光器,Polarized Heavy Pulse Laser,10.0
34275,9999999.0,21575,133,356,,2,偏振式重型脉冲激光器蓝图,Polarized Heavy Pulse Laser Blueprint,0.01
34276,,21659,53,360,573,2,偏振式超级脉冲激光器,Polarized Mega Pulse Laser,20.0
34277,9999999.0,21659,133,360,,2,偏振式超级脉冲激光器蓝图,Polarized Mega Pulse Laser Blueprint,0.01
34278,148538.0,21718,74,376,561,2,偏振式轻型中子疾速炮,Polarized Light Neutron Blaster,5.0
34279,9999999.0,21718,154,376,,2,偏振式轻型中子疾速炮蓝图,Polarized Light Neutron Blaster Blueprint,0.01
34280,443112.0,21536,74,371,562,2,偏振式重型中子疾速炮,Polarized Heavy Neutron Blaster,10.0
34281,9999999.0,21536,154,371,,2,偏振式重型中子疾速炮蓝图,Polarized Heavy Neutron Blaster Blueprint,0.01
34282,1446592.0,21589,74,365,563,2,偏振式中子疾速加农炮,Polarized Neutron Blaster Cannon,20.0
34283,9999999.0,21589,154,365,,2,偏振式中子疾速加农炮蓝图,Polarized Neutron Blaster Cannon Blueprint,0.01
34284,109744.0,21662,55,387,574,2,偏振式200mm自动加农炮,Polarized 200mm AutoCannon,5.0
34285,9999999.0,21662,135,387,,2,偏振式200mm自动加农炮蓝图,Polarized 200mm AutoCannon Blueprint,0.01
34286,373210.0,21677,55,386,575,2,偏振式425mm自动加农炮,Polarized 425mm AutoCannon,10.0
34287,9999999.0,21677,135,386,,2,偏振式425mm自动加农炮蓝图,Polarized 425mm AutoCannon Blueprint,0.01
34288,1484776.0,21740,55,381,576,2,偏振式800mm频射加农炮,Polarized 800mm Repeating Cannon,20.0
34289,,21740,135,381,,2,偏振式800mm频射加农炮蓝图,Polarized 800mm Repeating Cannon Blueprint,0.01
34290,36040.0,21750,507,1345,639,2,偏振式火箭发射器,Polarized Rocket Launcher,5.0
34291,9999999.0,21750,136,1345,,2,偏振式火箭发射器蓝图,Polarized Rocket Launcher Blueprint,0.01
34292,174120.0,21706,771,3241,974,2,偏振式重型攻击导弹发射器,Polarized Heavy Assault Missile Launcher,10.0
34293,,21706,136,3241,,2,偏振式重型攻击导弹发射器蓝图,Polarized Heavy Assault Missile Launcher Blueprint,0.01
34294,655792,21585,508,170,644,2,偏振式鱼雷发射器,Polarized Torpedo Launcher,20
34295,9999999.0,21585,136,170,,2,偏振式鱼雷发射器蓝图,Polarized Torpedo Launcher Blueprint,0.01
34299,,2301,306,,,,损坏的储藏库,Mangled Storage Depot,27500.0
34300,,2301,306,,,,被挤压变形的储藏库,Dented Storage Depot,27500.0
34301,,1680,306,,,,远程压力控制元件,Remote Pressure Control Unit,27500.0
34302,,2368,226,,,,等离子室碎片,Plasma Chamber Debris,
34303,,2007,319,,,,等离子室,Plasma Chamber,1.0E8
34304,,2301,226,,,,损坏的储藏库,Wrecked Storage Depot,
34305,,1680,306,,,,远程防御网格元件,Remote Defense Grid Unit,27500.0
34306,,,1308,3196,1212,,大型希格斯粒子锚 I,Large Higgs Anchor I,20
34307,1250000.0,,787,3196,1242,,大型希格斯粒子锚 I蓝图,Large Higgs Anchor I Blueprint,0.01
34308,,,1308,3196,1740,,旗舰级希格斯粒子锚 I,Capital Higgs Anchor I,40
34309,5.0E7,,787,3196,1720,,旗舰级希格斯粒子锚 I蓝图,Capital Higgs Anchor I Blueprint,0.01
34310,,20957,226,,,,不明建筑,Unidentified Structure,
34311,,,314,21380,,,将军荣誉指挥棒,Honorary Fabricator-General Baton,0.1
34312,,,314,21381,,,工程师准将荣誉徽章,Honorary Brigadier of Engineers Insignia,0.1
34313,,,314,21382,,,联邦港务长荣誉三角旗,Honorary Federal Harbormaster Pennon,0.1
34314,,,314,21383,,,舰队架构师荣誉徽章,Honorary Fleet Architect Badge,0.1
34315,,20969,306,,,,超波浪发生器,Hyperfluct Generator,27500.0
34316,,20970,226,,,,毁坏的空间隐藏室,Damaged Spatial Concealment Chamber,1.0E8
34317,,20980,1305,,1952,14,忏悔者级,Confessor,47000.0
34318,4.0E7,20980,1309,,,14,忏悔者级蓝图,Confessor Blueprint,0.01
34319,,,1306,1042,,,忏悔者级防御模式,Confessor Defense Mode,5.0
34321,,,1306,1042,,,忏悔者级狙击模式,Confessor Sharpshooter Mode,5
34323,,,1306,1042,,,忏悔者级高速模式,Confessor Propulsion Mode,5
34325,600000.0,20967,15,,,,姐妹会后勤空间站,Sisters of EVE Logistics Station,1.0
34326,600000.0,20968,15,,,,姐妹会工业空间站,Sisters of EVE Industrial Station,1.0
34327,3.5E7,,257,33,377,,外空联合矿业货舰操作,ORE Freighter,0.01
34328,769286366,20977,513,,1950,,弓头鲸级,Bowhead,17550000
34329,1.55E9,20977,525,,1949,,弓头鲸级蓝图,Bowhead Blueprint,0.01
34330,,1176,306,,,,资源集装箱,Resource Container,2750.0
34331,,21456,6,,,,Sun A0IV (Turbulent Blue Subgiant),Sun A0IV (Turbulent Blue Subgiant),1
34332,,3786,226,,,,远征指挥哨站残骸,Expedition Command Outpost Wreck,
34333,,20964,227,,,,云环,Cloud Rings,
34334,,3786,226,,,,行星殖民办公室残骸,Planetary Colonization Office Wreck,
34335,,3787,226,,,,测试设施残骸,Testing Facilities Wreck,
34336,,3788,226,,,,异种标本仓库残骸,Exotic Specimen Warehouse Wreck,
34337,,20978,1307,,,,塞申长矛手,Autothysian Lancer,
34338,,3715,988,,,,虫洞 T458,Wormhole T458,
34339,1.54980257E9,20974,485,,,,莫洛级星际捷运版,Moros Interbus Edition,1.755E7
34340,1.9E9,20974,537,,,,莫洛级星际捷运版蓝图,Moros Interbus Edition Blueprint,0.01
34341,1.52304424E9,20972,485,,,,纳迦法级司法局版,Naglfar Justice Edition,1.55E7
34342,1.85E9,20972,537,,,,纳迦法级司法局版蓝图,Naglfar Justice Edition Blueprint,0.01
34343,1.5415511E9,20973,485,,,,凤凰级维克米集团版,Phoenix Wiyrkomi Edition,1.625E7
34344,1.95E9,20973,537,,,,凤凰级维克米集团版蓝图,Phoenix Wiyrkomi Edition Blueprint,0.01
34345,1.53900689E9,20971,485,,,,神示级萨拉姆版,Revelation Sarum Edition,1.85E7
34346,2.0E9,20971,537,,,,神示级萨拉姆版蓝图,Revelation Sarum Edition Blueprint,0.01
34347,,,1088,21384,1399,,男式'飞天'夹克(血袭者),Men's 'Outlaw' Jacket (Blood Raiders),0.1
34348,,,1088,21385,1399,,男式'飞天'夹克(萨沙),Men's 'Outlaw' Jacket (Sansha's Nation),0.1
34349,,,1088,21386,1399,,男式'飞天'夹克(古斯塔斯),Men's 'Outlaw' Jacket (Guristas),0.1
34350,,,1088,21388,1405,,女式'飞天'外套(萨沙),Women's 'Outlaw' Coat (Sansha's Nation),0.1
34351,,,1088,21403,1405,,女式'飞天'外套(古斯塔斯),Women's 'Outlaw' Coat (Guristas),0.1
34352,,10674,226,,,,归魂者的残骸,Revenant Wreckage,
34353,,,1088,21389,1405,,女式'飞天'外套(血袭者),Women's 'Outlaw' Coat (Blood Raiders),0.1
34354,,,1090,21391,1401,,男式'飞天'长裤(血袭者),Men's 'Outlaw' Pants (Blood Raiders),0.1
34355,,,1090,21392,1401,,男式'飞天'长裤(萨沙),Men's 'Outlaw' Pants (Sansha's Nation),0.1
34356,,,1090,21393,1401,,男式'飞天'长裤(古斯塔斯),Men's 'Outlaw' Pants (Guristas),0.1
34357,,,1090,21394,1403,,女式'飞天'长裤(血袭者),Women's 'Outlaw' Pants (Blood Raiders),0.1
34358,,,1090,21395,1403,,女式'飞天'长裤(萨沙),Women's 'Outlaw' Pants (Sansha's Nation),0.1
34359,,,1090,21396,1403,,女式'飞天'长裤(古斯塔斯),Women's 'Outlaw' Pants (Guristas),0.1
34360,,,1091,21397,1400,,男式'飞天'长靴(血袭者),Men's 'Outlaw' Boots (Blood Raiders),0.1
34361,,,1091,21398,1400,,男式'飞天'长靴(萨沙),Men's 'Outlaw' Boots (Sansha's Nation),0.1
34362,,,1091,21399,1400,,男式'飞天'长靴(古斯塔斯),Men's 'Outlaw' Boots (Guristas),0.1
34363,,,1091,21400,1404,,女式'飞天'长靴(血袭者),Women's 'Outlaw' Boots (Blood Raiders),0.1
34364,,,1091,21401,1404,,女式'飞天'长靴(萨沙),Women's 'Outlaw' Boots (Sansha's Nation),0.1
34365,,,1091,21402,1404,,女式'飞天'长靴(古斯塔斯),Women's 'Outlaw' Boots (Guristas),0.1
34366,,3715,988,,,,虫洞 M164,Wormhole M164,
34367,,3715,988,,,,虫洞 L031,Wormhole L031,
34368,,3715,988,,,,虫洞 Q063,Wormhole Q063,
34369,,3715,988,,,,虫洞 V898,Wormhole V898,
34370,,3715,988,,,,虫洞 E587,Wormhole E587,
34371,,3715,988,,,,虫洞 F353,Wormhole F353,
34372,,3715,988,,,,虫洞 F135,Wormhole F135,
34373,,3518,952,,,,低能量远程校准装置,Remote Calibration Device - Low Power,27500.0
34374,,3518,952,,,,高能量远程校准装置,Remote Calibration Device - High Power,27500.0
34375,,3534,306,,,,坐标测绘装置,Coordinate Plotting Device,27500.0
34378,,2301,306,,,,完整的储藏库,Intact Storage Depot,27500.0
34379,,3533,226,,,,未启动的岗哨炮,Inactive Sentry Gun,
34381,,,314,1192,,,X轴校准坐标,X-Axis Calibration Coordinate,0.1
34382,,,314,1192,,,Y轴校准坐标,Y-Axis Calibration Coordinate,0.1
34383,,,314,1192,,,Z轴校准坐标,Z-Axis Calibration Coordinate,0.1
34384,,2412,226,,,,静止牵引光束,Immobile Tractor Beam,27500.0
34385,,2301,306,,,,完好的储藏库,Pristine Storage Depot,27500.0
34386,,2301,226,,,,无法穿透的储藏库,Impenetrable Storage Depot,
34387,,2907,226,,,,空间裂隙,Spatial Rift,
34388,,2412,226,,,,通信中继站,Communication Relay,
34389,,3110,226,,,,梅蒂翰·拉卡罗,Matyrhan Lakat-Hro,
34390,1000000.0,,257,33,377,,艾玛战术驱逐舰操作,Amarr Tactical Destroyer,0.01
34391,,1725,952,,,,恒星伽玛射线校准单元,Solray Gamma Alignment Unit,27500.0
34392,,3567,226,,,,生物信息处理单元,Bioinformatics Processing Cells,1.0E8
34393,,,1088,21387,1399,,男式'飞天'夹克(燃烧橙),Men's 'Outlaw' Jacket (Burnt Orange),0.1
34394,,,1088,21390,1405,,女式'飞天'外套(燃烧橙),Women's 'Outlaw' Coat (Burnt Orange),0.1
34395,,3116,186,,,,艾玛高级驱逐舰残骸,Amarr Advanced Destroyer Wreck,27500
34396,400000.0,,964,3718,1147,,自组装式纳米晶格,Self-Assembling Nanolattice,5.0
34397,1.0E7,,965,3718,1191,,自组装式纳米晶格蓝图,Self-Assembling Nanolattice Blueprint,0.01
34398,,1725,952,,,,恒星红外线校准单元,Solray Infrared Alignment Unit,27500.0
34399,,1725,952,,,,恒星无线电校准单元,Solray Radio Alignment Unit,27500.0
34400,2000000.0,,314,2038,,,伽玛射线调节盘,Gamma Ray Modulate Disc,0.1
34401,2000000.0,,314,2038,,,红外线调节盘,Infrared Ray Modulate Disc,0.1
34402,2000000.0,,314,2038,,,无线电调节盘,Radio Ray Modulate Disc,0.1
34403,,3518,306,,,,恒星射线观测单元,Solray Observational Unit,27500.0
34404,,2069,226,,,,未校准的恒星射线能量终端,Solray Unaligned Power Terminal,
34405,,2069,226,,,,校准的恒星射线能量终端,Solray Aligned Power Terminal,
34406,,1680,306,,,,远程修正单元,Remote Reroute Unit,27500.0
34412,,,997,3766,1909,,完整的小型船体舱段,Small Intact Hull Section,20
34414,,,997,3766,1909,,失灵的小型船体舱段,Small Malfunctioning Hull Section,20
34416,,,997,3766,1909,,毁坏的小型冬眠者船体,Small Wrecked Hull Section,20
34417,,,1194,2103,1661,,制造业工会公告牌,Manufacturing Union’s Placard,3.0
34418,,,1194,10159,1661,,星际晚会筹备指南,The Galactic Party Planning Guide,3.0
34419,,,1194,1194,1661,,跳跃疲劳恢复药剂,Jump Fatigue Recovery Agent,3.0
34420,,,1194,1177,1661,,凡晶石烹饪法,Cooking With Veldspar,3.0
34421,,,1194,2887,1661,,克里巴式改良型露天采矿器,Chribba’s Modified Strip Miner,3.0
34422,,,1194,1177,1661,,Rooks & Kings – 史诗之战全纪录,Rooks & Kings – The Clarion Call Compilation,3.0
34423,,,1194,1192,1661,,事先填好的CSM10投票签,Pre-Completed CSM 10 Ballot Paper,3.0
34424,,,1194,3182,1661,,三钛合金附甲头部防护罩,Titanium Plated Cranial Shielding,3.0
34425,,,1194,10159,1661,,商业安全委员会 - 傻瓜彩票指南,SCC Guidelines – Lotteries For Dummies,3.0
34426,,,1194,10159,1661,,Sort Dragon的外交指南,Sort Dragon’s Guide To Diplomacy,3.0
34427,,,1194,21060,1661,,北极星逐客令,Polaris Eviction Notice,3.0
34428,,,1194,1177,1661,,跳跃通道生成指南全息视盘,Jump Portal Generation Instruction Holoreel,3.0
34429,,,1194,111,1661,,Vincent Pryce的跃迁扰断力场发生器,Vincent Pryce’s Warp Disruption Field Generator,3.0
34430,,,1194,10159,1661,,天哪，全是洞！,"My God, It’s Full Of Holes!",3.0
34431,,,1194,3755,1661,,Guillome Renard的冬眠者宝藏储藏库,Guillome Renard’s Sleeper Loot Stash,3.0
34432,,,1194,1656,1661,,姐妹会的慈善雕像,Sisters Of EVE Charity Statue,3.0
34433,,,1194,2544,1661,,少女的醉酒保镖,The Damsel’s Drunk Bodyguard,3.0
34434,,,1194,10159,1661,,Alice Saki的发帖指南,Alice Saki’s Good Posting Guide,3.0
34435,,,1194,21170,1661,,Soxfour的太空靴,Soxfour’s Spaceboots,3.0
34436,,,1194,2106,1661,,友谊之船,The Friend Ship,3.0
34437,,3533,383,,,,重新接线的岗哨炮塔,Rewired Sentry Gun,
34438,,3518,306,,,,岗哨炮维修空间站,Sentry Repair Station,27500.0
34439,,3715,988,,,,虫洞 A009,Wormhole A009,
34440,,3116,186,,,,"冬眠者中型舰船残骸 ","Sleeper Medium Wreck ",27500.0
34441,6.25E7,20982,27,,,,多米尼克斯级酷菲版,Dominix Quafe Edition,454500.0
34442,1.66E9,20982,107,,,,多米尼克斯级酷菲版蓝图,Dominix Quafe Edition Blueprint,0.01
34443,,1796,25,,,,特里斯坦级酷菲版,Tristan Quafe Edition,26500.0
34444,2825000.0,1796,105,,,,特里斯坦级酷菲版蓝图,Tristan Quafe Edition Blueprint,0.01
34445,,20981,26,,,,狂怒者级酷菲版,Vexor Quafe Edition,115000.0
34446,8.325E7,20981,106,,,,狂怒者级酷菲版蓝图,Vexor Quafe Edition Blueprint,0.01
34447,,2007,306,,,,端脑维护室,Cerebrum Maintenance Chamber,27500.0
34448,,2565,226,,,,隐隐燃烧的档案废墟,Smoldering Archive Ruins,
34449,,3518,952,,,,中心档案端脑,Central Archive Cerebrum,27500.0
34450,,,314,3215,,,静脉震荡流体,Intravenous Oscillation Fluid,0.1
34451,,,314,2189,,,纳米塑料薄膜补丁,Nanoplastic Membrane Patch,0.1
34452,,,314,1436,,,自调节机械齿轮,Self-regulating Machine Gears,0.1
34453,,1685,306,,,,舰船恢复站,Vessel Rejuvenation Battery,27500.0
34454,,3533,383,,,,档案岗哨塔,Archive Sentry Tower,1000.0
34455,,3533,383,,,,受损的档案岗哨塔,Impaired Archive Sentry Tower,1000.0
34456,,,226,,,,天使集团防护栏,Angel Fence,
34457,6.625E7,20989,27,,,,末日沙场级YC117年特别版,末日沙场级YC117年特别版,486000.0
34458,1.565E9,20989,107,,,,末日沙场级YC117年特别版蓝图,末日沙场级YC117年特别版蓝图,0.01
34459,1.8E8,20986,27,,,,地狱天使级YC117年特别版,地狱天使级YC117年特别版,495000.0
34460,1.8E9,20986,107,,,,地狱天使级YC117年特别版蓝图,地狱天使级YC117年特别版蓝图,0.01
34461,1.0875E8,20994,27,,,4,马克瑞级YC117年特别版,马克瑞级YC117年特别版,595000.0
34462,,20994,107,,,4,马克瑞级YC117年特别版蓝图,马克瑞级YC117年特别版蓝图,0.01
34463,1.0875E8,20992,27,,,4,响尾蛇级YC117年特别版,响尾蛇级YC117年特别版,486000.0
34464,,20992,107,,,4,响尾蛇级YC117年特别版蓝图,响尾蛇级YC117年特别版蓝图,0.01
34465,6.25E7,20990,27,,,,多米尼克斯级YC117年特别版,多米尼克斯级YC117年特别版,454500.0
34466,1.66E9,20990,107,,,,多米尼克斯级YC117年特别版蓝图,多米尼克斯级YC117年特别版蓝图,0.01
34467,1.05E8,20991,27,,,,万王宝座级YC117年特别版,万王宝座级YC117年特别版,486000.0
34468,1.25E9,20991,107,,,,万王宝座级YC117年特别版蓝图,万王宝座级YC117年特别版蓝图,0.01
34469,1.0875E8,20993,27,,,,乌鸦级YC117年特别版,乌鸦级YC117年特别版,486000.0
34470,1.135E9,20993,107,,,,乌鸦级YC117年特别版蓝图,乌鸦级YC117年特别版蓝图,0.01
34471,1.125E8,20987,27,,,,灾难级YC117年特别版,灾难级YC117年特别版,495000.0
34472,1.265E9,20987,107,,,,灾难级YC117年特别版蓝图,灾难级YC117年特别版蓝图,0.01
34473,3.8E7,20995,419,,,,幼龙级YC117年特别版,幼龙级YC117年特别版,252000.0
34474,5.8E8,20995,489,,,,幼龙级YC117年特别版蓝图,幼龙级YC117年特别版蓝图,0.01
34475,,20996,26,,,4,毒蜥级YC117年特别版,毒蜥级YC117年特别版,101000.0
34476,,20996,106,,,4,毒蜥级YC117年特别版蓝图,毒蜥级YC117年特别版蓝图,0.01
34477,1.7062524E7,20997,358,,,2,银鹰级YC117年特别版,银鹰级YC117年特别版,101000.0
34478,,20997,106,,,2,银鹰级YC117年特别版蓝图,银鹰级YC117年特别版蓝图,0.01
34479,1.7949992E7,20998,358,,,2,伊什塔级YC117年特别版,伊什塔级YC117年特别版,115000.0
34480,,20998,106,,,2,伊什塔级YC117年特别版蓝图,伊什塔级YC117年特别版蓝图,0.01
34481,,,762,1041,1086,4,主天使惯性稳定器,Domination Inertial Stabilizers,5.0
34483,,,762,1041,1086,4,暗影天蛇惯性稳定器,Shadow Serpentis Inertial Stabilizers,5.0
34485,,,78,76,1195,4,外空联合矿业强化舱隔壁,ORE Reinforced Bulkheads,5.0
34487,,,78,76,1195,4,辛迪加强化舱隔壁,Syndicate Reinforced Bulkheads,5.0
34489,,,765,92,1197,4,外空联合矿业扩充货柜舱,ORE Expanded Cargohold,5
34494,,21050,226,,,,未知虫洞,Unidentified Wormhole,
34495,,21049,1310,,,,流浪者战列舰,Drifter Battleship,109000
34496,7500.0,1053,31,,1618,,议会外交穿梭机,Council Diplomatic Shuttle,5000.0
34497,50000.0,1053,111,,,,议会外交穿梭机蓝图,Council Diplomatic Shuttle Blueprint,0.01
34498,,1684,952,,,,岗哨保险库,Sentinel Vault,27500.0
34499,,1684,952,,,,碉堡保险库,Barbican Vault,27500.0
34500,,1684,952,,,,游哨保险库,Vidette Vault,27500.0
34501,,1684,952,,,,合流保险库,Conflux Vault,27500.0
34502,,1684,952,,,,堡垒保险库,Redoubt Vault,27500.0
34503,,1684,306,,,,岗哨贝它接入单元,Sentinel Beta Access Unit,27500.0
34504,,1684,306,,,,岗哨德尔塔接入单元,Sentinel Delta Access Unit,27500.0
34505,,1684,306,,,,岗哨阿尔法接入单元,Sentinel Alpha Access Unit,27500.0
34506,,1684,306,,,,岗哨伽玛接入单元,Sentinel Gamma Access Unit,27500.0
34507,,1684,306,,,,碉堡贝它接入单元,Barbican Beta Access Unit,27500.0
34508,,1684,306,,,,碉堡德尔塔接入单元,Barbican Delta Access Unit,27500.0
34509,,1684,306,,,,碉堡阿尔法接入单元,Barbican Alpha Access Unit,27500.0
34510,,1684,306,,,,碉堡伽玛接入单元,Barbican Gamma Access Unit,27500.0
34511,,1684,306,,,,游哨贝它接入单元,Vidette Beta Access Unit,27500.0
34512,,1684,306,,,,游哨德尔塔接入单元,Vidette Delta Access Unit,27500.0
34513,,1684,306,,,,游哨阿尔法接入单元,Vidette Alpha Access Unit,27500.0
34514,,1684,306,,,,游哨伽玛接入单元,Vidette Gamma Access Unit,27500.0
34515,,1684,306,,,,合流贝它接入单元,Conflux Beta Access Unit,27500.0
34516,,1684,306,,,,合流德尔塔接入单元,Conflux Delta Access Unit,27500.0
34517,,1684,306,,,,合流阿尔法接入单元,Conflux Alpha Access Unit,27500.0
34518,,1684,306,,,,合流伽玛接入单元,Conflux Gamma Access Unit,27500.0
34519,,1684,306,,,,堡垒贝它接入单元,Redoubt Beta Access Unit,27500.0
34520,,1684,306,,,,堡垒德尔塔接入单元,Redoubt Delta Access Unit,27500.0
34521,,1684,306,,,,堡垒阿尔法接入单元,Redoubt Alpha Access Unit,27500.0
34522,,1684,306,,,,堡垒伽玛接入单元,Redoubt Gamma Access Unit,27500.0
34523,,1684,306,,,,岗哨校准单元0,Sentinel Alignment Unit 0,27500
34524,,1684,306,,,,岗哨校准单元1,Sentinel Alignment Unit 1,27500
34525,,1684,306,,,,碉堡校准单元0,Barbican Alignment Unit 0,27500
34526,,1684,306,,,,碉堡校准单元1,Barbican Alignment Unit 1,27500
34527,,1684,306,,,,游哨校准单元0,Vidette Alignment Unit 0,27500
34528,,1684,306,,,,游哨校准单元1,Vidette Alignment Unit 1,27500
34529,,1684,306,,,,合流校准单元0,Conflux Alignment Unit 0,27500
34530,,1684,306,,,,合流校准单元1,Conflux Alignment Unit 1,27500
34531,,1684,306,,,,堡垒校准单元0,Redoubt Alignment Unit 0,27500
34532,,1684,306,,,,堡垒校准单元1,Redoubt Alignment Unit 1,27500
34533,1000000.0,,257,33,377,,米玛塔尔战术驱逐舰操作,Minmatar Tactical Destroyer,0.01
34534,,21136,226,,,,岗哨母巢,Sentinel Hive,1.0E8
34535,,21136,226,,,,碉堡母巢,Barbican Hive,1.0E8
34536,,21136,226,,,,游哨母巢,Vidette Hive,1.0E8
34537,,21136,226,,,,合流母巢,Conflux Hive,1.0E8
34538,,21136,226,,,,堡垒母巢,Redoubt Hive,1.0E8
34539,,21179,226,,,,不明冬眠者装置,Unidentified Sleeper Device,1.0E10
34540,,,1314,21417,2013,,岗哨序列0,Sentinel Sequence 0,0.1
34541,,,1314,21417,2013,,岗哨序列1,Sentinel Sequence 1,0.1
34542,,,1314,21417,2013,,碉堡序列0,Barbican Sequence 0,0.1
34543,,,1314,21417,2013,,碉堡序列1,Barbican Sequence 1,0.1
34544,,,1314,21417,2013,,游哨序列0,Vidette Sequence 0,0.1
34545,,,1314,21417,2013,,游哨序列1,Vidette Sequence 1,0.1
34546,,,1314,21417,2013,,合流序列0,Conflux Sequence 0,0.1
34547,,,1314,21417,2013,,合流序列1,Conflux Sequence 1,0.1
34548,,,1314,21417,2013,,堡垒序列0,Redoubt Sequence 0,0.1
34549,,,1314,21417,2013,,堡垒序列1,Redoubt Sequence 1,0.1
34551,,,1314,21418,2013,,岗哨索引,Sentinel Index,0.1
34552,,,1314,21418,2013,,碉堡索引,Barbican Index,0.1
34553,,,1314,21418,2013,,游哨索引,Vidette Index,0.1
34554,,,1314,21418,2013,,合流索引,Conflux Index,0.1
34555,,,1314,21418,2013,,堡垒索引,Redoubt Index,0.1
34556,,,1314,21419,2013,,岗哨元素,Sentinel Element,0.1
34557,,,1314,21419,2013,,碉堡元素,Barbican Element,0.1
34558,,,1314,21419,2013,,游哨元素,Vidette Element,0.1
34559,,,1314,21419,2013,,合流元素,Conflux Element,0.1
34560,,,1314,21419,2013,,堡垒元素,Redoubt Element,0.1
34561,,21049,1310,,,,流浪者战列舰,Drifter Battleship,109000
34562,,21052,1305,,1953,14,斯威普级,Svipul,47000.0
34563,4.0E7,21052,1309,,,14,斯威普级蓝图,Svipul Blueprint,0.01
34564,,,1306,1042,,,斯威普级防御模式,Svipul Defense Mode,5
